2020-05-01,105,11:30:00,12:30:00
2020-05-02,83,13:00:00,14:00:00
2020-05-03,91,11:30:00,12:30:00
2020-05-04,109,15:00:00,16:00:00
2020-05-05,89,11:30:00,12:30:00
2020-05-06,107,14:00:00,15:00:00
2020-05-07,79,12:00:00,13:00:00
2020-05-08,89,15:30:00,16:30:00
2020-05-09,88,15:30:00,16:30:00
2020-05-10,118,11:30:00,12:30:00
2020-05-11,99,13:30:00,14:30:00
2020-05-12,99,14:30:00,15:30:00
2020-05-13,100,14:30:00,15:30:00
2020-05-14,89,15:30:00,16:30:00
2020-05-15,97,16:00:00,17:00:00
2020-05-16,89,15:30:00,16:30:00
2020-05-17,111,13:00:00,14:00:00
2020-05-18,102,15:30:00,16:30:00
2020-05-19,90,15:30:00,16:30:00
2020-05-20,100,14:00:00,15:00:00
2020-05-21,77,12:00:00,13:00:00
2020-05-22,106,11:30:00,12:30:00
2020-05-23,96,13:00:00,14:00:00
2020-05-24,99,12:30:00,13:30:00
2020-05-25,93,13:00:00,14:00:00
2020-05-26,84,15:30:00,16:30:00
2020-05-27,108,15:30:00,16:30:00
2020-05-28,106,14:30:00,15:30:00
2020-05-29,89,13:30:00,14:30:00
2020-05-30,97,13:00:00,14:00:00
2020-05-31,93,12:30:00,13:30:00
